
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4200.91	4184.46	4184.13	
4885.4	9298.69	5950.8	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4194.58	4186.5	4194.87	
6669.81	6018.89	6136.97	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4193.81	4200.44	4202.19	
5690.86	8919.68	7522.3	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4187.48	4189.18	4196.7	
5290.75	9782.91	4700.09	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4205.81	4183.05	4202.47	
13.0358	8314	6615.23	
