
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
8107.49	2635.95	6227.34	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
4313.16	5794.96	2371.41	
-nan	-nan	-nan	
-nan	-nan	-nan	
1179.25	1503.97	9183.42	
-nan	-nan	-nan	
8784.8	8468.54	9284.88	
6260.37	7121.89	1678.83	
2746.27	5981.66	8492.04	
103.332	5194.16	4819.31	
4193.79	4246.09	4263.27	
9606.32	9765.21	2809.48	
-nan	-nan	-nan	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
1.18378e+11	3.59464e+10	4.42629e+10	
-1.78951e+17	2.04223e+19	1.57485e+19	
5.88867e+21	1.29308e+22	1.37603e+22	
-nan	-nan	-nan	
-8.87705e+21	9.21573e+21	2.81067e+21	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
2.99708e+21	1.1323e+23	-9.00759e+21	
-nan	-nan	-nan	
-nan	-nan	-nan	
1.16114e+23	6.82014e+22	9.80979e+22	
-nan	-nan	-nan	
6.97067e+21	-1.13006e+22	7.70572e+22	
1.23964e+22	4.91883e+21	1.19205e+23	
4.0212e+22	1.07985e+23	1.20471e+23	
8.29651e+22	2.5759e+22	1.34854e+23	
1.69611e+21	1.31659e+21	1.33061e+21	
2.6393e+22	1.44246e+23	9.51237e+22	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4307.37	4302.34	4304.36	
4724.58	4237.89	3979.71	
-nan	-nan	-nan	
1291.14	9082.95	3461.26	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
4223.14	750.535	8521.19	
-nan	-nan	-nan	
-nan	-nan	-nan	
8589.84	6882.38	4178.42	
-nan	-nan	-nan	
7775.61	8539.56	3535.09	
8095.49	9395.34	3286.39	
1428.07	4370.52	7894.85	
7875.35	5166.28	9386.81	
4240.54	4204.04	4195.23	
7385.08	6006.36	1378.06	
4308.2	4302.52	4303.29	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
9.37528e+11	2.32794e+11	1.16979e+12	
7.75012e+19	5.45003e+20	4.62402e+19	
-1.73584e+22	3.43696e+22	2.16942e+23	
-nan	-nan	-nan	
6.38101e+23	7.90656e+23	3.60266e+23	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
1.62742e+24	8.77834e+23	2.9295e+22	
-nan	-nan	-nan	
-nan	-nan	-nan	
2.78256e+23	1.60044e+24	2.58271e+23	
-nan	-nan	-nan	
6.32725e+23	1.76026e+24	1.88902e+24	
1.97862e+24	2.18012e+23	6.11518e+23	
9.28773e+22	1.1629e+24	6.7888e+22	
1.76466e+24	1.4487e+24	1.52967e+21	
-3.04106e+21	2.46017e+22	5.18346e+20	
2.8053e+23	1.65366e+24	1.48358e+24	
4308.2	4302.52	4303.29	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
3.7726e+10	3.82101e+09	6.32816e+10	
5.2536e+18	1.52421e+19	1.0111e+19	
1.05315e+22	9.79033e+21	-1.51037e+21	
-nan	-nan	-nan	
2.24163e+22	2.14352e+22	2.60121e+22	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
7.98515e+22	5.62044e+22	8.54873e+22	
-nan	-nan	-nan	
-nan	-nan	-nan	
6.47374e+22	-1.40005e+22	-9.47167e+21	
-nan	-nan	-nan	
-2.31805e+21	8.53198e+22	5.14367e+22	
9.82834e+22	2.82195e+21	9.85376e+22	
1.90016e+22	7.69506e+22	1.2277e+22	
2.02057e+22	5.1483e+22	6.59987e+22	
8.41616e+19	3.2065e+20	1.09862e+21	
3.20256e+22	7.39056e+21	5.28816e+22	
4308.2	4302.52	4303.29	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
-nan	-nan	-nan	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
4308.2	4302.52	4303.29	
