
8524.3	8264.74	8543.81	8287.46	8543.49	8278.89	8598.13	8304.35	
8554.05	8287.59	8523.15	8267.61	8544.13	8283.63	8584.58	8270.55	
8556.63	8292.42	8522.92	8272.67	8545.76	8278.87	8538.5	8269.49	
8546.63	8282.3	8526.53	8278.3	8565.05	8271.68	8494.05	8271.27	
8524.65	8271.06	8536.87	8289.49	8565.16	8273.12	8463.21	8291.88	
8524.51	8269.63	8531.65	8291.2	8508.13	8286.02	8446.83	8297.99	
8505.01	8289.58	8503.04	8282.55	8456.27	8282.06	8429.58	8287.44	
8389.08	8290.73	8389.91	8284.37	8354.07	8285	8329.68	8292.2	
8002.12	8325.64	7999.7	8291.15	7974.23	8318.69	7970.77	8315.04	
7704.32	8345.19	7703.19	8292.77	7689.53	8365.95	7697.78	8351	
7602.01	8347.31	7615.3	8291.1	7598.55	8397.09	7616.3	8377.61	
7565.02	8359.49	7588.59	8297.04	7568.11	8388.65	7588.24	8407.41	
7557.13	8399.51	7582.92	8320.28	7583.09	8366.95	7583.74	8416.9	
7564.95	8406.59	7593.04	8353.44	7608.24	8401.36	7591.65	8429.08	
7601.75	8425.92	7593.39	8395.59	7635.86	8427.08	7624.76	8441.46	
7672.7	8516.24	7676.56	8486.26	7699.67	8512.13	7688.86	8529.04	
7839.52	8699.24	7837.45	8664.62	7855.81	8683.85	7840.08	8697.41	
7929.58	8787.57	7926.55	8750.84	7947.18	8774.15	7930.18	8784.86	
7966.87	8807.35	7962.05	8766.24	7976.38	8795.28	7946.4	8838.73	
7989.66	8860.4	7967.96	8777.12	7984.47	8816.67	7953.17	8851.1	
7980.34	8861.53	7978.34	8797.17	7963.75	8845.12	7987.87	8847.38	
7965.33	8852.9	7997.07	8830.13	7964.26	8873.66	8000.49	8844.93	
7979.57	8815.84	7977.41	8864.99	7970.61	8856.66	7995.94	8838.68	
7975.72	8822.44	7953.5	8899.47	7981.19	8828.21	7989.48	8838.96	
7952.88	8866.21	7936.16	8918.88	7982.56	8827.73	7970.74	8842.52	
7913.45	8889.85	7909.31	8952.59	7952.1	8878.54	7922.43	8884.04	
7791.17	9011.71	7787.4	9055.01	7822.26	9014.28	7798.44	9017.22	
7579.56	9249.44	7562.66	9248.67	7586.37	9253.58	7581.55	9263.29	
7481.61	9359.23	7446.26	9341.96	7483.35	9370.52	7471.48	9396.53	
7455.88	9390.36	7416.15	9352.15	7455.01	9388.9	7453.7	9444.18	
7457.63	9387.81	7452.9	9353.16	7423.86	9386.49	7415	9459.08	
7471.05	9365.96	7495.28	9340.8	7406.94	9393.63	7381.77	9481.69	
8513.33	8278.89	8508.9	8280.05	8527.64	8282.13	8584.46	8277.45	
8522.06	8271	8520.91	8270.25	8532.14	8276.68	8567.57	8270.38	
8542.67	8274.06	8518	8260.09	8543.32	8261.62	8529.08	8255.59	
8543.16	8279.63	8512.09	8260.81	8549.82	8258.06	8483.8	8259.77	
8527.44	8265.59	8513.91	8266.52	8532.03	8266.64	8458.85	8265.5	
8503.23	8263.29	8508.7	8275.19	8507.87	8269.11	8438.95	8276.21	
