
765.573	2695	713.779	
881.921	2732.38	843.306	
1005.3	2820.91	959.836	
1084.26	2842.45	1024.93	
1138.2	2826.73	1100.71	
1191.53	2817.04	1169.9	
1195.61	2836.81	1236.12	
1209.67	2791.95	1261.99	
1244.54	2752.82	1294.39	
1288.27	2708.24	1332.49	
1341.54	2685.47	1370.12	
1388	2654.73	1409.96	
1434.68	2610.46	1441.15	
1464.49	2591.23	1462.38	
1484.1	2576.49	1436.01	
1508.34	2576	1419.91	
1518.73	2547.29	1429.46	
1546.8	2518.85	1428.69	
1559.49	2503.31	1453.67	
1576.03	2493.44	1506.29	
1603.92	2457.1	1556.78	
1630.45	2438.59	1591.73	
1629.61	2436.1	1625.16	
1630.24	2419.37	1656.28	
1626.53	2407.88	1678.02	
1646.37	2402.66	1694.55	
1672.17	2378.03	1703.99	
1699.83	2367.94	1714.36	
1724.39	2365.55	1737.97	
1743.03	2351.81	1716.87	
1768.62	2345.25	1709.96	
1785.1	2344.44	1747.5	
1805.33	2335.54	1753.9	
1826.42	2332.73	1758.07	
1856.36	2296.38	1762.36	
1911.07	2246.2	1769.58	
1945.31	2224.57	1775.85	
1947.7	2203.22	1775.77	
1950.59	2180.01	1772.35	
1942.04	2174.04	1782.13	
1935.63	2158.27	1806.08	
1914.35	2126.34	1841.89	
1892.76	2089.99	1876.04	
1877.17	2068.12	1897.36	
1882.64	2050.4	1900.29	
1885.06	2034.31	1902.15	
1880.17	2021.07	1902.18	
1865.57	2017.69	1901.93	
1845.7	2017.32	1896.52	
1821.05	2021.41	1887.93	
1797.82	2024.58	1886.26	
1778.22	2023.44	1888.72	
1780.03	2028.83	1903.83	
1780.6	2046.56	1925.99	
1781.39	2066.41	1939.61	
1778.48	2078.1	1946.55	
1776.02	2091.46	1934.73	
1779.19	2104.7	1937.66	
1781.98	2119.61	1918.67	
1787.26	2138.99	1919.99	
1782.78	2156.48	1931.87	
1786.12	2172.3	1935.82	
1785.77	2189.41	1944.35	
1789.27	2204.6	1937.28	
1785.9	2219.51	1925.59	
1780.51	2230.89	1935.27	
1790.65	2240.39	1922.96	
1820.69	2274.86	1937.43	
1955.76	2527.27	2055.84	
2492.11	3586.29	2574.56	
3227.19	5054.81	3310.87	
3743.45	6110.89	3855.76	
3876.45	6386.19	4009.35	
3886.77	6421.98	4038.06	
3892.58	6441.31	4037.16	
3876.88	6469.54	4008.64	
3861.82	6516.6	3949.61	
3804.96	6643.69	3820.89	
3740.76	6788.64	3687.5	
3718.44	6860.68	3631.36	
3702.84	6889.44	3581.28	
3674.15	6879	3544.31	
3661.32	6843.97	3509.86	
3628.39	6862.56	3456.9	
3571.85	6890.8	3344.91	
3494.12	6974.31	3321.51	
3385.15	7072.81	3247.14	
3334.78	7113.09	3209.67	
3294.74	7138.73	3207.9	
3265.18	7152.45	3215.91	
3235.73	7172.69	3209.82	
3208.01	7176.7	3210.63	
3189.68	7195.97	3208.4	
3165.46	7200.11	3211.73	
3152.51	7196.68	3190.35	
3142.84	7171.09	3163.77	
816.881	2631.11	794.064	
890.46	2701.09	851.156	
1002.09	2758.35	960.34	
1079.15	2793.45	1035.67	
1153.22	2791.11	1096.83	
1194.15	2796.74	1172.78	
1221.59	2777.83	1224.27	
1225.03	2764.58	1261.48	
1250.31	2721.04	1292.38	
1281.78	2683.8	1336.46	
1322.26	2655.06	1377.52	
1376.67	2626.99	1409.88	
1423.95	2593.48	1445.2	
1456.99	2568.86	1450.36	
1481.55	2562.03	1458.17	
1493.77	2549.16	1447.95	
1516.58	2538.06	1441.05	
1537.26	2507.96	1453.62	
1561.42	2491.02	1473.97	
1581.86	2469.05	1508.71	
1601.26	2446.02	1558.66	
1608.91	2430.27	1596.19	
1611.22	2421.03	1626.64	
1602.64	2415.19	1659.52	
1617.69	2393.89	1686.77	
1638.62	2376.07	1705.58	
1663.69	2366.37	1718.1	
1695.87	2357.3	1724.81	
1716.59	2349.91	1710.07	
1740.5	2344.29	1702.47	
1763.46	2338.41	1718.7	
1784.86	2333.06	1729.63	
1804.67	2328.42	1738.93	
1821.88	2311.63	1752.9	
1854.78	2286.3	1764.37	
1901.36	2242.66	1770.36	
1921.85	2219.26	1769.9	
1937.25	2201.91	1777.36	
1943.41	2187.49	1787.18	
1939.22	2174.4	1792.16	
1926.28	2160.05	1812.41	
1912.11	2126.98	1843.31	
1893.89	2087.27	1877.02	
1889.27	2066	1892.64	
1887.43	2047.62	1901.67	
1890.95	2025.73	1905.42	
1888.16	2015.89	1906.71	
1877.69	2011.12	1903.36	
1852.26	2019.15	1902.65	
1821.87	2020.88	1898.61	
1800.04	2020.83	1897.19	
1792.68	2020.41	1903.17	
1786.53	2029.22	1913.92	
1785.45	2046.26	1933.85	
1781.3	2060.99	1946.57	
1787.67	2076.49	1943.99	
1788.5	2089.32	1942.62	
1787.37	2103.21	1930.71	
1790.47	2119.65	1927.58	
1793.1	2138.22	1925.58	
1797.66	2155.44	1931.83	
1796.53	2173.24	1929.92	
1800.18	2188.86	1928.24	
1801.47	2204.44	1927.13	
1799.55	2219.74	1924.37	
1800.74	2230.07	1910.89	
1805.87	2237.47	1920.76	
1825.86	2267.73	1929.05	
1948.22	2493.06	2038.75	
2440.18	3459.2	2508.07	
3339.57	5276.82	3401.44	
3783.8	6179.72	3869.79	
3880.77	6391.54	3996.02	
3895.8	6429.61	4011.65	
3891.38	6446.44	4005.09	
3890.63	6464.75	3990.9	
3864.66	6516.07	3941.02	
3808.27	6635.95	3819.26	
3744.65	6770.55	3692.07	
3707.14	6841.93	3622.79	
3688.53	6862.44	3590.5	
3668.81	6863.81	3552.19	
3642.41	6873.77	3521.17	
3617.8	6875.78	3476.41	
3573.03	6913.11	3433.92	
3496.33	6972.15	3348.07	
3395.64	7069.85	3270.5	
3329.13	7130.8	3219.54	
3294.14	7151.46	3206.39	
3263.79	7172.21	3198.04	
3232.93	7186.14	3201.24	
3202.98	7210.33	3199.41	
3173.23	7215.82	3192.96	
3145.46	7230.79	3177.99	
3124.47	7230.88	3163.84	
3094.09	7255.42	3127.87	
901.966	2583.53	865.93	
922.539	2610.03	893.072	
984.566	2659.71	961.961	
1071.79	2700.46	1053.98	
1143.93	2747.02	1110.2	
1202.74	2741.45	1162.26	
1236.78	2715.91	1219.1	
1259.97	2697.09	1253.8	
1262.25	2681.52	1289.63	
1280.2	2649.72	1335.9	
1312.84	2619.36	1377.89	
1356.11	2594.05	1420.52	
1411.31	2569.1	1436.55	
1451.4	2548.04	1462.85	
1468.89	2533.7	1472.19	
1489.09	2524.2	1478.31	
1510.12	2509.69	1474.36	
1532.58	2497.87	1476.16	
1560.28	2469.66	1491.92	
1592.15	2446.11	1525.06	
1598.69	2428.48	1557.84	
1582.13	2411.73	1599.17	
1575.76	2401.9	1635.06	
1588.22	2391.81	1658.97	
1604.06	2380.11	1687.83	
1629.22	2360.96	1717.34	
1661.05	2348.45	1727.74	
1685.49	2341.13	1722.14	
1711.53	2334.8	1707.66	
1736.5	2332.39	1707.67	
1761.3	2326.27	1703.1	
1783.11	2317.77	1716.17	
1797.24	2307.15	1736.6	
1820.02	2290.01	1750.67	
1853.53	2259.09	1764.86	
1877.54	2239.53	1768.99	
1899	2216.42	1773.96	
1914.98	2202.44	1787.12	
1921.45	2189.56	1802.65	
1921.74	2177	1816.32	
1918.15	2157.74	1822.98	
1905.84	2124.13	1849.87	
1899.83	2094.22	1872.79	
1897.98	2065.05	1890.22	
1898.74	2041.27	1904.14	
1897.17	2024.32	1910.04	
1895.44	2010.68	1910.14	
1882.9	2013.16	1910.22	
1859.42	2014.78	1908.66	
1829.29	2016.22	1912.42	
1812.54	2016.35	1917.6	
1804.02	2020.98	1924.96	
1796.71	2029.77	1932.87	
1793.03	2043.54	1946.38	
1796.85	2057.97	1952.89	
1799.41	2071.96	1952.56	
1804.84	2087.58	1939.97	
1806.33	2102.3	1933.71	
1805.68	2118.92	1930.57	
1807.1	2137.81	1931.7	
1807.98	2156.87	1925.04	
1811.99	2172.07	1914.52	
1814.95	2188.25	1912.37	
1819.34	2205.69	1921.78	
1823.07	2219.43	1919.28	
1825.93	2227.25	1915.93	
1826.96	2237.97	1908.64	
1840.41	2268.17	1929.67	
1938.85	2448.23	2013.93	
2433.5	3435.55	2493.98	
3382.24	5352.91	3433.7	
3816.74	6243.54	3875.56	
3890.77	6390.55	3950.18	
3903.06	6431.13	3961.12	
3907.86	6451.18	3966.23	
3890.82	6475.61	3956.26	
3871.86	6515.15	3921.73	
3816.99	6621.18	3822.46	
3750.17	6748.91	3700.69	
3706.53	6807.55	3634.07	
3672.68	6838.37	3594.51	
3649.86	6860.23	3572.89	
3625.02	6878.19	3542.14	
3599.75	6902.12	3517.99	
3563.61	6918.07	3477.32	
3489.49	6985.35	3399.57	
3408.68	7072.42	3308.67	
3334.3	7151.13	3241.03	
3292.52	7189.57	3196.42	
3259.56	7203.18	3189.76	
3231.7	7218.11	3183.63	
3190.89	7239.81	3171.9	
3128.36	7280.04	3141.48	
3087.02	7301.61	3115.16	
3042.19	7342.53	3080.05	
3014.61	7359.93	3065.58	
941.463	2504.21	907.819	
960.841	2521.25	952.493	
981.847	2549.9	994.337	
1048.34	2602.39	1044.14	
1136.41	2641.42	1112.13	
1204.4	2658.27	1164.4	
1254.4	2656.07	1208.81	
1270.69	2638.97	1251.31	
1276.54	2628.95	1286.22	
1286.54	2610.67	1327.13	
1306.2	2582.89	1384.32	
1350.84	2556.86	1422.92	
1398.91	2539.98	1447.85	
1435.31	2522	1471.21	
1465.02	2509.37	1497.39	
1484.82	2496.98	1500.79	
1510.36	2482.6	1502.72	
1538.41	2465.93	1495.86	
1568.69	2447.82	1504.9	
1589.1	2422.92	1532.28	
1589.25	2406.4	1566.36	
1577.68	2394.61	1602.77	
1557.12	2379.92	1634.81	
1573.6	2368.05	1663.38	
1594.02	2358.6	1690.12	
1620.51	2348.69	1712.77	
1652.16	2333.77	1725.83	
1682.03	2323.97	1713.1	
1706.65	2320.48	1717.8	
1733.65	2314.67	1709.1	
1758.35	2307.92	1704.84	
1777.33	2297.93	1697.86	
1796.17	2280.27	1730.8	
1818.62	2264.18	1756.51	
1842.14	2245.11	1760.07	
1861.36	2225.45	1769.74	
1875.13	2215.18	1783.97	
1887.87	2200.01	1801.02	
1897.47	2190.6	1819.64	
1902.59	2170.68	1830.84	
1905.35	2150.75	1841.85	
1902.27	2129.21	1855.4	
1899.64	2096.47	1878.09	
1900.76	2067.3	1896.56	
1905.63	2039.58	1908.6	
1908.11	2023.27	1913.75	
1900.56	2016.55	1916.93	
1889.33	2010.61	1918.92	
1869.1	2009.14	1921.81	
1845.25	2008.6	1927.02	
1828.95	2010.88	1937.59	
1813.81	2019.28	1947.71	
1802.76	2029.02	1955.15	
1806.19	2040.05	1959.46	
1809.41	2055.6	1962	
1814.96	2069.65	1955.7	
1820.42	2084.7	1947.52	
1824.89	2101.66	1936.44	
1823.88	2118.39	1934.6	
1823.79	2136.4	1932.72	
1826.41	2157.36	1920.14	
1827.65	2175.31	1909.52	
1831.44	2189.39	1906.97	
1836.44	2206.55	1918.69	
1841.55	2218.26	1929.35	
1845.94	2226.89	1915.76	
1851.92	2237.87	1914.86	
1868.18	2273.38	1924.13	
1961.14	2472.78	2023.54	
2458.5	3478.64	2514.27	
3400.79	5382.83	3445.38	
3819.77	6229.51	3841.47	
3897.78	6395.43	3906.64	
3918.36	6426.17	3926.79	
3913.29	6459.59	3926.67	
3903.31	6483.82	3922.65	
3876.02	6519.83	3891.89	
3836.63	6606.36	3825.68	
3764.39	6719.78	3724.49	
3702.1	6791.06	3645.83	
3664.77	6820.35	3614.07	
3636.07	6846.56	3589.24	
3615.67	6868.76	3569.37	
3588.88	6879.58	3542.68	
3551.27	6918.47	3503.04	
3485.11	6998.42	3433.61	
3405.22	7097.5	3345.04	
3345.07	7172.78	3266.42	
3298	7227.03	3216.22	
3252.66	7257.69	3177.83	
3217.92	7273.51	3154.28	
3161.05	7296.86	3120.04	
3072.51	7356.49	3065.08	
2995.23	7415.28	3025.26	
2959.74	7433.31	3012.23	
2927.32	7456.24	2997.48	
958.271	2447.45	967.247	
961.825	2453.13	994.811	
996.679	2462.22	1017.07	
1047.73	2482.08	1050.65	
1117.26	2517.71	1101.94	
1201.17	2563.85	1153.3	
1253.98	2589.32	1208.58	
1266.44	2597.66	1246.7	
1288.59	2584.14	1282.78	
1289.22	2567.94	1327.07	
1323.56	2544.78	1378.34	
1360.47	2522.69	1422.1	
1384.36	2504.38	1460.87	
1422.58	2494.65	1479.07	
1459.39	2480.54	1498.55	
1486.12	2470.38	1525.6	
1511.07	2454.47	1516.36	
1548.85	2431.25	1506.73	
1580.05	2413.34	1509.05	
1590.36	2397.24	1531.51	
1590.33	2382.64	1577.9	
1582.22	2373.53	1607.62	
1574.89	2361.17	1633.51	
1560.05	2347.86	1666.15	
1582.08	2336.84	1689.55	
1608.48	2327.88	1705.84	
1645.79	2319.17	1720.87	
1678.71	2309.26	1734.69	
1706.02	2297.87	1717.9	
1730.42	2289.91	1718.77	
1753.28	2280.72	1710.43	
1774.23	2270.11	1711.38	
1796.54	2257.8	1722.83	
1815.25	2243.02	1747.91	
1832.45	2232.09	1756.54	
1845.64	2217.42	1770.9	
1856.65	2203.91	1791.17	
1868.36	2197.65	1816.25	
1879.41	2180.9	1829.51	
1887.9	2163.88	1841.5	
1889.82	2143.09	1858.99	
1893.25	2124.93	1870.9	
1896.4	2100.77	1888.45	
1905.99	2065.85	1906.02	
1910.64	2041.13	1915.28	
1910.7	2030.39	1920.04	
1905.55	2021.21	1924.59	
1894.22	2009.44	1932.42	
1880.02	2000.09	1938.43	
1864.02	1999.37	1946.27	
1844.62	2003.6	1954.57	
1824.79	2012.11	1961.2	
1816.01	2024.08	1970.39	
1819.97	2039.52	1970.06	
1825.59	2050.75	1967.63	
1830.74	2064.4	1964.64	
1836.9	2085.11	1957.31	
1840.39	2101.39	1950.84	
1842.22	2114.91	1945.39	
1844.88	2133.79	1936.77	
1847.1	2159.85	1924.13	
1851.4	2179.8	1911.36	
1852.78	2195.17	1913.18	
1856.87	2209.36	1922.89	
1861.16	2219.41	1924.71	
1865.52	2225.93	1924.09	
1872.32	2238.72	1912.64	
1893.26	2286.26	1930.32	
2019.95	2560.55	2061.98	
2539.96	3627.99	2586.04	
3373.48	5306.35	3391.06	
3821.91	6213.3	3812.95	
3915.99	6399.01	3894.22	
3923.21	6435.39	3896.02	
3930.57	6459.07	3902.33	
3920.36	6503.17	3889.86	
3902.86	6537.64	3872.12	
3860.93	6594.17	3831.16	
3781.74	6696.88	3744.93	
3708.62	6777.16	3677.94	
3663.08	6809.21	3635.19	
3634.02	6825.12	3610.24	
3609.68	6831.81	3583.6	
3582.8	6865.92	3562.18	
3541.92	6918.34	3520.83	
3490.42	6993.78	3464.67	
3397.22	7115.91	3365.37	
3337.27	7202.62	3288.89	
3309.26	7245.31	3243.58	
3266.1	7295.32	3180.82	
3153.6	7365.39	3078.71	
3086.03	7403.25	3027.36	
3029.38	7432.36	2996.04	
2956.78	7461.17	2974.15	
2902.36	7489.34	2971.63	
2881.05	7492.44	2975.02	
939.884	2392.28	997.388	
970.933	2392.44	1006.54	
1013.15	2398.25	1031.27	
1057.05	2407	1071.65	
1116.35	2427.04	1097.21	
1174.75	2461.84	1153.53	
1224.88	2502.38	1200.86	
