
535.33	228.482	480.08	261.416	479.868	269.713	539.243	218.962	
529.382	251.177	466.819	270.112	465.105	245.794	501.422	203.255	
518.071	245.684	457.103	292.573	470.235	219.807	451.37	206.397	
488.493	248.394	472.8	267.715	493.411	203.92	420.661	204.013	
447.004	240.6	488.659	232.958	492.173	213.048	403.649	220.153	
446.351	228.338	490.592	208.912	509.672	250.043	405.742	261.101	
441.559	210.531	469.062	210	496.636	296.873	421.883	278.148	
462.909	194.071	449.649	231.788	450.279	314.049	427.738	283.997	
442.84	197.402	433.503	257.863	415.785	322.121	450.816	263.581	
412.878	215.812	405.964	278.345	386.122	326.315	445.76	261.203	
398.653	232.945	389.291	307.96	379.865	331.373	462.532	279.51	
391.083	251.567	385.255	339.968	384.184	323.654	471.394	316.966	
406.755	245.275	402.161	368.078	423.983	322.83	466.41	338.705	
414.41	263.982	449.231	384.511	472.812	350.942	476.794	342.473	
489.854	357.296	516.827	466.51	527.228	438.097	533.393	427.026	
795.714	732.236	810.139	786.123	792.185	771.519	810.223	762.222	
1196.85	1195.51	1196.13	1173.13	1137.69	1184.11	1161.19	1177.1	
1362.03	1355.73	1346.07	1303.3	1270.88	1322.33	1301.36	1317.14	
1410.08	1391.99	1381.35	1317.86	1304.18	1335.21	1332.4	1346.74	
1419.58	1403.17	1350.24	1320.17	1331.3	1352.57	1360.21	1340.17	
1393.22	1396.68	1339.72	1312.84	1372.38	1345.79	1362.95	1351.45	
1374.47	1363.89	1360.44	1318.82	1395.75	1348.54	1362.24	1373.86	
1353.02	1334.46	1385.48	1310.59	1420.69	1337.04	1376.58	1382.84	
1354.99	1303.04	1414.83	1325.77	1402.52	1318.42	1402.15	1367.03	
1377.95	1283.42	1429.97	1327.14	1398.55	1296.57	1422.22	1326.74	
1403.85	1279.53	1420.76	1337.16	1428.89	1268.22	1447.1	1308.68	
1422.69	1264.86	1441.79	1322.09	1466.92	1246.83	1444.39	1302.46	
1465.78	1278.72	1439.32	1295.54	1499.04	1231.77	1442.55	1295.4	
1484.85	1286.81	1446.29	1251.38	1501.96	1248.9	1432.15	1276.35	
1491.41	1243.9	1474.15	1242.03	1497.03	1250.93	1437.78	1264.18	
1485.35	1207.37	1488.61	1234.65	1497.21	1258.1	1448.17	1221.86	
1488.1	1189.32	1527.25	1236.64	1512.7	1256.25	1460.56	1203.37	
503.547	241.046	471.983	263.851	479.851	231.184	531.162	219.4	
504.908	241.345	467.906	277.039	478.666	232.301	506.813	219.681	
496.185	251.656	464.604	276.561	477.864	222.452	468.288	212.126	
476.417	254.19	467.409	265.557	483.089	216.603	433.19	218.589	
454.64	255.027	472.704	234.483	499.712	225.731	415.392	233.399	
438.09	241.648	470.922	219.876	495.448	256.794	412.359	253.028	
448.672	229.541	464.252	215.971	475.09	294.203	410.121	271.149	
444.332	216.383	447.542	232.288	450.345	319.978	424.564	278.365	
435.246	212.489	424.171	253.574	423.973	333.322	424.942	279.997	
416.609	226.019	415.934	282.816	404.487	341.395	438.362	272.597	
402.543	245.868	405.085	317.899	385.026	341.91	441.389	284.383	
405.368	254.336	395.983	351.205	395.093	339.933	452.731	296.061	
412.91	264.969	414.043	371.035	416.642	345	460.977	319.28	
434.139	279.811	440.784	402.974	449.792	369.809	466.922	357.411	
504.977	380.046	523.58	487.041	539.966	458.204	544.504	444.248	
854.781	809.197	865.661	861.674	847.709	847.582	868.688	844.519	
1228.26	1257.62	1235.31	1241.12	1171.14	1245.41	1207.97	1242.65	
1350.25	1382.45	1346.74	1330.62	1271.11	1350.13	1299.83	1344.86	
1376.43	1396.51	1356.07	1341.29	1297.33	1368.33	1337.47	1352.77	
1384.38	1396.02	1348.67	1339.23	1330.27	1362.11	1343.19	1360.35	
1381.61	1389.63	1342.06	1344.79	1360.91	1369.93	1346.88	1362.76	
1366	1366.64	1361.78	1340.95	1392.96	1358.65	1352.03	1371.76	
1358.9	1336.25	1386.8	1347.42	1403.7	1349.19	1367.56	1369.19	
1368.73	1314.32	1399.67	1338.9	1413.96	1335.8	1389.85	1351.29	
1389.74	1291.98	1412.97	1338.69	1422.44	1318.33	1408.71	1329.19	
1410.35	1274.63	1431.47	1325.62	1432.46	1295.4	1429.29	1305.22	
1435.6	1282.89	1439.09	1311.81	1457	1270.73	1441.18	1295.66	
1452.31	1284.71	1450.55	1288.11	1475.75	1261.97	1442.67	1288.89	
1472.58	1274.08	1460.08	1265.83	1490.96	1253.97	1447.58	1279.21	
1474.7	1251.44	1466.54	1240.47	1492.13	1259.47	1455.77	1256.4	
1485.26	1217.12	1490.56	1234.88	1497.09	1251.77	1470.08	1231.35	
1484.44	1199.86	1483.7	1227.32	1501.43	1252.07	1482.68	1217.96	
462.708	241.932	465.199	281.764	487.56	197.715	524.959	236.812	
473.474	251.493	468.593	270.482	476.309	213.314	508.787	240.373	
465.442	264.845	469.588	259.681	479.531	230.722	489.315	239.807	
452.104	271.237	461.415	250.839	486.041	237.125	462.064	236.253	
444.499	274.019	453.751	237.67	488.975	247.787	442.101	243.996	
447.06	270.183	456.774	226.644	478.681	270.963	417.053	249.917	
439.514	257.753	457.758	229.991	458.584	299.661	414.161	263.969	
436.478	249.141	440.746	233.297	440.45	331.272	408.11	284.663	
426.829	245.403	428.362	252.12	432.72	349.217	419.15	288.59	
422.258	246.966	421.426	287.718	421.303	357.094	412.715	295.608	
