
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
4197.52	4200.54	4200.74	
5295.38	1005.22	2975.88	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4186.58	4183.84	4204.96	
2932.41	7962.69	516.761	
4194.89	4188.11	4205.47	
4190.27	4198.85	4194.52	
4192.5	4187.88	4195.14	
4189.94	4196.4	4184.01	
4189.91	4187.38	4187.83	
4207.44	4202.92	4191.53	
4193.2	4192.55	4186.68	
4197.29	4200.58	4189.82	
4192.71	4201.24	4193.27	
4191.42	4183.61	4188.21	
4192.71	4192.59	4195.96	
4191.9	4196.92	4189.48	
4205.11	4203.49	4197.02	
4193.98	4182.55	4188.11	
4196.75	4186.51	4195.11	
6936	1100.78	4574.79	
1036.31	4015.06	9455.31	
3189.78	8553.46	7550.67	
6600.73	1270.65	5914.43	
1403.14	3468.6	7210.6	
4168.24	6183.32	2110.97	
39.9994	8574.95	8747.4	
3321.17	6260.95	8014.7	
9619.58	9492.54	8889.31	
2343.97	3816.36	1352.96	
7878.97	752.366	2453.74	
2453.76	1788.68	6468.8	
1909.07	4978.45	5022.26	
9459.74	1579.19	6292.9	
5374.16	2982.33	9761.5	
2584.77	7150.57	5944.82	
4695.74	7190.57	4519.77	
