
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4210.07	4202.45	4202.86	
1228.22	1053.92	6101.1	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4197.88	4201.77	4197.66	
9480.46	4646.28	4369.28	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4189.32	4193.82	4204.45	
7861.34	564.244	3664.56	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4189.51	4188.96	4201.28	
2686.99	3925.7	7839.34	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.38	4182.95	4198.58	
7758.56	4081.57	5592.48	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4207.94	4205.18	4202.96	
5757.77	7494.92	5380.92	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4205.23	4202.03	4202.87	
8800.7	8715.36	5937.72	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.55	4184.87	4183.59	
1263.2	4643.45	2509.15	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
-nan	-nan	-nan	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4194.95	4192.06	4205.5	
6347.91	4293.92	6904.18	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4209.66	4180.9	4204.91	
5702.57	2170.69	8390.44	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4202.23	4202.3	4189.07	
9900.48	4165.54	2789.17	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4205.9	4180.46	4203.97	
1916.93	290.373	5539.56	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
4195.62	4190.08	4191	
